# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 596         Eemnes      
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  596,19990109,   24,    0
  596,19990110,    0,    0
  596,19990111,    0,    0
  596,19990112,   12,    2
  596,19990113,   69,  997
  596,19990114,   26,    0
  596,19990115,   43,    0
  596,19990116,   69,    0
  596,19990117,   42,    0
  596,19990118,    1,    0
  596,19990119,   14,    0
  596,19990120,    6,    0
  596,19990121,   33,    0
  596,19990122,    4,    0
  596,19990123,    4,    0
  596,19990124,   24,    0
  596,19990125,    6,    0
  596,19990126,   46,    0
  596,19990127,  104,    0
  596,19990128,   49,    0
  596,19990129,   34,    0
  596,19990130,    0,    0
  596,19990131,    0,    0
  596,19990201,    0,    0
  596,19990202,   11,    0
  596,19990203,    5,    0
  596,19990204,    1,    0
  596,19990205,   28,    0
  596,19990206,   34,  997
  596,19990207,   47,  997
  596,19990208,   22,    2
  596,19990209,   22,  997
  596,19990210,   48,    8
  596,19990211,   24,    4
  596,19990212,    1,    2
  596,19990213,    1,    2
  596,19990214,    0,  997
  596,19990215,   25,    1
  596,19990216,   39,    0
  596,19990217,   16,  997
  596,19990218,   21,    0
  596,19990219,   23,    0
  596,19990220,   28,    0
  596,19990221,    1,    0
  596,19990222,   51,    0
  596,19990223,   73,    0
  596,19990224,    7,    0
  596,19990225,    0,    0
  596,19990226,   15,    0
  596,19990227,    6,    0
  596,19990228,   20,    0
  596,19990301,  116,    0
  596,19990302,  216,    0
  596,19990303,  166,    0
  596,19990304,    6,    0
  596,19990305,    0,    0
  596,19990306,    9,    0
  596,19990307,    5,    0
  596,19990308,    9,    0
  596,19990309,    7,    0
  596,19990310,   33,    0
  596,19990311,    9,    0
  596,19990312,    0,    0
  596,19990313,    0,    0
  596,19990314,    0,    0
  596,19990315,    0,    0
  596,19990316,    0,    0
  596,19990317,   26,    0
  596,19990318,    1,    0
  596,19990319,   46,    0
  596,19990320,    2,    0
  596,19990321,    2,    0
  596,19990322,   86,    0
  596,19990323,   31,    0
  596,19990324,   15,    0
  596,19990325,    1,    0
  596,19990326,    9,    0
  596,19990327,   31,    0
  596,19990328,    0,    0
  596,19990329,    0,    0
  596,19990330,    0,    0
  596,19990331,   26,    0
  596,19990401,    0,    0
  596,19990402,    0,    0
  596,19990403,    0,    0
  596,19990404,  157,    0
  596,19990405,    1,    0
  596,19990406,    3,    0
  596,19990407,   36,    0
  596,19990408,    1,    0
  596,19990409,    0,    0
  596,19990410,    0,    0
  596,19990411,   19,    0
  596,19990412,   93,    0
  596,19990413,   28,    0
  596,19990414,  133,  997
  596,19990415,    4,    0
  596,19990416,    3,    0
  596,19990417,    8,    0
  596,19990418,   58,    0
  596,19990419,    1,    0
  596,19990420,    0,    0
  596,19990421,   53,    0
  596,19990422,   37,    0
  596,19990423,   45,    0
  596,19990424,    1,    0
  596,19990425,    0,    0
  596,19990426,    0,    0
  596,19990427,    0,    0
  596,19990428,    0,    0
  596,19990429,    0,    0
  596,19990430,    0,    0
  596,19990501,    0,    0
  596,19990502,    0,    0
  596,19990503,    0,    0
  596,19990504,    0,    0
  596,19990505,    0,    0
  596,19990506,  148,    0
  596,19990507,   61,    0
  596,19990508,   45,    0
